Business Name,Address,City,Phone Number,Website,Category / Cuisine,Source,Confidence Score (Independent),LastName,Email
Karpaty Fine Foods Inc,190 Bovaird Dr W Castlemore ON L7A 1A2,Guelph,(905) 451-4285,http://www.euromaxfoods.com/,,YellowPages.ca,1,Unknown157,Unknown157@gmail.com
Kang's Dhaba & Pizza,9-15 Ashby Field Rd Brampton ON L6X 3B7,Guelph,(905) 450-9595,http://www.shafspizzaandbroast.com/,,YellowPages.ca,1,Unknown158,Unknown158@gmail.com
GSM Cakes Ltd,68 Foxglove Kitchener ON N2E 3Y7,Guelph,(226) 806-0084,https://bakesy.shop/b/gsm-cake-supplies-ltd,,YellowPages.ca,1,Unknown159,Unknown159@gmail.com
Monika Bakes,500 Steeles Ave E Milton ON L9T 3P7,Guelph,(416) 275-7468,,,YellowPages.ca,1,Unknown160,Unknown160@gmail.com
RiverSong Banquet Hall,632 Hawkesville Rd RR 1 St Jacobs ON N0B 2N0,Guelph,(519) 664-0532,,,YellowPages.ca,1,Unknown161,Unknown161@gmail.com
Heather's Bakery & Cafe,103 Main St S Georgetown ON L7G 3E5,Guelph,(905) 873-6569,http://www.heathersbakery.ca/,,YellowPages.ca,1,Unknown162,Unknown162@gmail.com
Apollo Bakery & Grill,585 Wingrove Crt Waterloo ON N2T 2C1,Guelph,(519) 746-9706,,,YellowPages.ca,1,Unknown163,Unknown163@gmail.com
Melitsa's Melitsa's,248 Westvale Dr Waterloo ON N2T 1Y3,Guelph,(519) 745-2121,http://www.melitsas.com/,,YellowPages.ca,1,Unknown164,Unknown164@gmail.com
Cakes by Tiina,2464 5th Concession W Branchton ON N0B 1L0,Guelph,(226) 606-0719,,,YellowPages.ca,1,Unknown165,Unknown165@gmail.com
Sassy Batch Bakery,143 Ashberry Pl Waterloo ON N2T 1G8,Guelph,(905) 531-7520,https://www.facebook.com/Sassy-Batch-Bakery-1445471119022370/,,YellowPages.ca,1,Unknown166,Unknown166@gmail.com
Freys Home Baking,3942 Arthur St N Elmira ON N3B 2Z1,Guelph,(519) 669-1379,,,YellowPages.ca,1,Unknown167,Unknown167@gmail.com
Sweet Cheeks Cakes & Cupcakes,155 Main St E Milton ON L9T 1N7,Guelph,(289) 971-8010,,,YellowPages.ca,1,Unknown168,Unknown168@gmail.com
La Mouette Home Bakery,337 Craigleith Dr Waterloo ON N2L 5B5,Guelph,(519) 781-6386,,,YellowPages.ca,1,Unknown169,Unknown169@gmail.com
Carlisle Bakery,1467 Centre Rd Carlisle ON L0R 1H2,Guelph,(905) 689-1960,http://www.carlislebakery.com/,,YellowPages.ca,1,Unknown170,Unknown170@gmail.com
Foodland,315 Arthur Street South Elmira ON N3B 3L5,Guelph,(519) 669-5403,http://ontario.foodland.ca/stores/elmira/,,YellowPages.ca,1,Unknown171,Unknown171@gmail.com
Animal Feed Bakery Meal NS Bauman Ltd,RR 1 St Jacobs ON N0B 2N0,Guelph,(519) 669-5447,,,YellowPages.ca,1,Unknown172,Unknown172@gmail.com
Mummy's Cakes,191 Grey Fox Dr Kitchener ON N2E 3N5,Guelph,(647) 470-5119,http://www.facebook.com/1273514882792611,,YellowPages.ca,1,Unknown173,Unknown173@gmail.com
Lourenço's Bakery,878 Weber St N Waterloo ON N2J 4G8,Guelph,(613) 851-7086,,,YellowPages.ca,1,Unknown174,Unknown174@gmail.com
Lourenço's Bakery,"878, Weber St N Waterloo ON N2J 4G8",Guelph,(519) 400-5084,http://lourencosbakery.com/,,YellowPages.ca,1,Unknown175,Unknown175@gmail.com
Hillcrest Home Baking,Floradale Elmira ON N0B 1V0,Guelph,(519) 669-1381,https://www.facebook.com/pages/Hillcrest-Home-Baking/114497805261172,,YellowPages.ca,1,Unknown176,Unknown176@gmail.com
Wildflour Bakery Ltd,191 Main St E Milton ON L9T 1N7,Guelph,(289) 878-4551,,,YellowPages.ca,1,Unknown177,Unknown177@gmail.com
Saving Thyme Catering & Patisserie,Burlington ON,Guelph,(905) 929-9955,http://www.savingthyme.ca/,,YellowPages.ca,1,Unknown178,Unknown178@gmail.com
COBS Bread,608 Santa Maria Boulevard Milton ON L9T 9L7,Guelph,(365) 877-3737,https://www.cobsbread.com/local-bakery/willmott-marketplace-milton/,,YellowPages.ca,1,Unknown179,Unknown179@gmail.com
Mom's Kitchen,309 German School Rd Paris ON N3L 3E1,Guelph,(226) 802-5848,,,YellowPages.ca,1,Unknown180,Unknown180@gmail.com
Pantry Shelf Bake Shop & Tea Room,90 Trafalgar Hillsburgh ON N0B 1Z0,Guelph,(519) 855-6378,,,YellowPages.ca,1,Unknown181,Unknown181@gmail.com
Simply Sweet Confectioneries,950 Mara Cir Milton ON L9T 6X4,Guelph,(416) 857-3407,,,YellowPages.ca,1,Unknown182,Unknown182@gmail.com
Miss Bailey Brown Chocolate,694 Bolingbroke Dr Milton ON L9T 6Z3,Guelph,(647) 773-0011,,,YellowPages.ca,1,Unknown183,Unknown183@gmail.com
San Francisco Italian Bakery Gp Ltd,374 Guelph St Georgetown ON L7G 4B7,Guelph,(905) 877-3315,,,YellowPages.ca,1,Unknown184,Unknown184@gmail.com
Special Cake Design,459 Pettit Trail Milton ON L9T 6N9,Guelph,(647) 939-7490,http://www.specialcakedesign.com/,,YellowPages.ca,1,Unknown185,Unknown185@gmail.com
Miller's Scottish Bakery,330 Guelph St Georgetown ON L7G 4B5,Guelph,(905) 877-0596,https://millersscottishbakery.com/,,YellowPages.ca,1,Unknown186,Unknown186@gmail.com
Cobs Bakery,13-280 Guelph St Halton Hills ON,Guelph,(289) 891-9109,,,YellowPages.ca,1,Unknown187,Unknown187@gmail.com
Holtom's Bakery Ltd,78 Main Erin ON N0B 1T0,Guelph,(519) 833-2326,,,YellowPages.ca,1,Unknown188,Unknown188@gmail.com
Main Street Donuts & Bakery,18 Thompson Rd S Milton ON L9T 2X5,Guelph,(905) 878-2938,http://www.facebook.com/pages/Main-Street-Donuts-Bakery/114312788615044,,YellowPages.ca,1,Unknown189,Unknown189@gmail.com
Traditional Taste Bakery & Cafe,211 Guelph St Georgetown ON L7G 5B5,Guelph,(905) 702-0081,http://www.facebook.com/pages/Traditional-Tastes-Bakery-Cafe/111079602272490,,YellowPages.ca,1,Unknown190,Unknown190@gmail.com
Bread N Batter,5-875 Main St E Milton ON L9T 3Z3,Guelph,(905) 878-1036,,,YellowPages.ca,1,Unknown191,Unknown191@gmail.com
La Vita Bakery Deli Cafe,71 Mountainview Rd N Georgetown ON L7G 4J6,Guelph,(905) 877-3511,,,YellowPages.ca,1,Unknown192,Unknown192@gmail.com
Main Street Bakery & Pizzeria,168 Main St New Dundee ON N0B 2E0,Guelph,(519) 696-2861,http://mainstreetbakery.ca/,,YellowPages.ca,1,Unknown193,Unknown193@gmail.com
Passion Bake Inc.,723 MAIN ST E MILTON ON L9T 3Z3,Guelph,(647) 915-6736,,,YellowPages.ca,1,Unknown194,Unknown194@gmail.com
La Rose Specialty Foods Inc,327 Bronte St S Milton ON L9T 4A4,Guelph,(905) 875-0303,http://www.larosebakery.com/,,YellowPages.ca,1,Unknown195,Unknown195@gmail.com
Rolke Bakery Shop,878 Weber St N Waterloo ON N2V 0H2,Guelph,(519) 404-2483,,,YellowPages.ca,1,Unknown196,Unknown196@gmail.com
A Portuguesa Bakery Ltd.,878 Weber St N Waterloo ON N2V 0H2,Guelph,(647) 244-1328,,,YellowPages.ca,1,Unknown197,Unknown197@gmail.com
Great British Bake,50 Dalegrove Dr Kitchener ON N2M 2G5,Guelph,(519) 591-5446,http://www.facebook.com/137366223616053,,YellowPages.ca,1,Unknown198,Unknown198@gmail.com
Sucrée,787 King St W Kitchener ON N2G 1E3,Guelph,(226) 281-3563,https://www.facebook.com/Sucr%C3%A9e-972605079422334/,,YellowPages.ca,1,Unknown199,Unknown199@gmail.com
Lucio?Äôs Bakery,101 Park St Kitchener ON N2G 1M5,Guelph,(226) 978-2774,,,YellowPages.ca,1,Unknown200,Unknown200@gmail.com
Noble's Classic Bakery,100 Park St Kitchener ON N2G 1M6,Guelph,(519) 744-7366,http://www.facebook.com/1703658239908221,,YellowPages.ca,1,Unknown201,Unknown201@gmail.com
Cinnabon,550 King N Toronto ON N2L 5W6,Guelph,(519) 886-0354,,,YellowPages.ca,1,Unknown202,Unknown202@gmail.com
Rainbow Caribbean Bakery,100 Frobisher Dr Waterloo ON N2V 2A1,Guelph,(905) 725-3759,,,YellowPages.ca,1,Unknown203,Unknown203@gmail.com
Petit Gateau Kitchener,634 Strasburg Rd Kitchener ON N2E 2G8,Guelph,(705) 987-2822,https://www.facebook.com/Kukkiville/,,YellowPages.ca,1,Unknown204,Unknown204@gmail.com
The Healthy Owl Bakery Cafe,620 Davenport Rd Waterloo ON N2V 2C2,Guelph,(519) 888-8265,http://www.thehealthyowl.ca/,,YellowPages.ca,1,Unknown205,Unknown205@gmail.com
Donut Queen,26-279 Weber St N Waterloo ON N2J 3H8,Guelph,(519) 576-6310,,,YellowPages.ca,1,Unknown206,Unknown206@gmail.com
Muya Bakery,215 Highland Rd W Kitchener ON N2M 3C1,Guelph,(519) 504-3488,,,YellowPages.ca,1,Unknown207,Unknown207@gmail.com
Allison's House of Cake,320 Parkvale Dr Kitchener ON N2R 1Y7,Guelph,(289) 971-6202,,,YellowPages.ca,1,Unknown208,Unknown208@gmail.com
Sproll's Fine German Bakery,1-300 Trillium Dr Kitchener ON N2E 2K6,Guelph,(519) 748-5451,http://sprollsbakery.com/,,YellowPages.ca,1,Unknown209,Unknown209@gmail.com
Phat Shawarma,"155 Highland Rd E, Main Kitchener ON N2M 3W1",Guelph,(519) 954-4999,,,YellowPages.ca,1,Unknown210,Unknown210@gmail.com
COBS Bread,255 Northfield Drive East Waterloo ON N2K 0G5,Guelph,(519) 954-2255,https://www.cobsbread.com/pages/bakeries/blackstone-bakery,,YellowPages.ca,1,Unknown211,Unknown211@gmail.com
Treetop Designs,14 Crest Haven St Kitchener ON N2P 2L6,Guelph,(226) 339-1675,http://www.treetopdesigns.ca/,,YellowPages.ca,1,Unknown212,Unknown212@gmail.com
Angel's Diner,"23 Wellington Street East, Guelph",Guelph,(519) 822-0507,http://www.angelsdiner.ca/,diner,OpenStreetMap,1,Unknown213,Unknown213@gmail.com
Grainharvest Breadhouse,1450 Block Line Rd Kitchener ON N2C 0A5,Guelph,(519) 578-0332,,,YellowPages.ca,1,Unknown214,Unknown214@gmail.com
Bitbakery Software,22 Water St S Kitchener ON N2G 4K4,Guelph,(647) 483-2678,,,YellowPages.ca,1,Unknown215,Unknown215@gmail.com
Q's Cakes And Cafe,7 Peppler St Waterloo ON N2J 3C2,Guelph,(519) 570-2233,http://www.qscakesandcafe.com/,,YellowPages.ca,1,Unknown216,Unknown216@gmail.com
The Cakesmith,508-81 York St Kitchener ON N2G 1T6,Guelph,(519) 616-4529,http://www.thecakesmith.ca/,,YellowPages.ca,1,Unknown217,Unknown217@gmail.com
Sabletine Fine Pastries,209 Lexington Rd Waterloo ON N2K 2E1,Guelph,(519) 568-7373,http://www.sabletine.com/,,YellowPages.ca,1,Unknown218,Unknown218@gmail.com
Shakespear Pies,189 Park St Waterloo ON N2L 1Y7,Guelph,(519) 954-7437,,,YellowPages.ca,1,Unknown219,Unknown219@gmail.com
COBS Bread,1270 Fischer-Hallman Rd Kitchener ON N2M 5N8,Guelph,(519) 745-5131,https://www.cobsbread.com/local-bakery/sunfish-plaza-bakery/,,YellowPages.ca,1,Unknown220,Unknown220@gmail.com
Lisboa Bakery And Grill,609-1187 Fischer Hallman Rd Kitchener ON N2E 4H9,Guelph,(519) 954-7663,http://lisboabakeryandgrill.com/,,YellowPages.ca,1,Unknown221,Unknown221@gmail.com
Stone Crock,1396 King St N St Jacobs ON N0B 2N0,Guelph,(519) 664-1513,,,YellowPages.ca,1,Unknown222,Unknown222@gmail.com
Stone Crock Bakery,1402 King St N St Jacobs ON N0B 2N0,Guelph,(519) 664-3612,http://www.stjacobs.com/,,YellowPages.ca,1,Unknown223,Unknown223@gmail.com
Kmsj Bakery,451 Phillip Waterloo ON N2L 3X2,Guelph,(519) 746-0500,,,YellowPages.ca,1,Unknown224,Unknown224@gmail.com
Saint Cinnamon Bakery Cafe,170 University Ave W Waterloo ON N2L 3E9,Guelph,(519) 888-9521,https://www.facebook.com/pages/Saint-Cinnamon-Bakery-Cafe/131899696832962,,YellowPages.ca,1,Unknown225,Unknown225@gmail.com
Reif Bakery,2-11 Westwood Dr Kitchener ON N2M 2K5,Guelph,(519) 584-1716,,,YellowPages.ca,1,Unknown226,Unknown226@gmail.com
Asian Kitchen,256B Phillip St Waterloo ON N2L 6B6,Guelph,(519) 208-8818,,,YellowPages.ca,1,Unknown227,Unknown227@gmail.com
Decadent Delights,230 Gage Ave Kitchener ON N2M 2C8,Guelph,(519) 497-4593,http://www.facebook.com/2681,,YellowPages.ca,1,Unknown228,Unknown228@gmail.com
The Sconery,675 Belmont Ave W Kitchener ON N2M 1N8,Guelph,(226) 647-4400,,,YellowPages.ca,1,Unknown229,Unknown229@gmail.com
Dempster's Bread,2-100 Bathurst Dr Waterloo ON N2V 1V6,Guelph,(519) 884-1520,,,YellowPages.ca,1,Unknown230,Unknown230@gmail.com
Honey Bake Shop,100 King St S Waterloo ON N2J 1P5,Guelph,(519) 954-0972,http://honeybakeshop.ca/,,YellowPages.ca,1,Unknown231,Unknown231@gmail.com
Poppy's Bagel And Bakery,35 King St N Waterloo ON N2J 2W9,Guelph,(519) 886-9686,,,YellowPages.ca,1,Unknown232,Unknown232@gmail.com
Winnie's Gluten-Free Kitchen,181 Park St Waterloo ON N2L 1Y7,Guelph,(519) 590-2769,https://www.facebook.com/WinniesGlutenFree/,,YellowPages.ca,1,Unknown233,Unknown233@gmail.com
Just Love Pie,"94 King St S, Main Waterloo ON N2J 1P5",Guelph,(519) 954-3141,,,YellowPages.ca,1,Unknown234,Unknown234@gmail.com
Roller Cakes,14318 Creditview Rd Cheltenham ON L7C 1N4,Guelph,(416) 710-0440,http://www.facebook.com/188563554611176,,YellowPages.ca,1,Unknown235,Unknown235@gmail.com
Cakesbycelia,14377 Chinguacousy Rd Cheltenham ON L7C 3H5,Guelph,(647) 883-4168,https://www.facebook.com/CakesbyCeliaCaledon/,,YellowPages.ca,1,Unknown236,Unknown236@gmail.com
Beyond The Batter,312 Dundas St E Waterdown ON L9H 7K7,Guelph,(905) 690-2050,http://beyondthebatter.com/,,YellowPages.ca,1,Unknown237,Unknown237@gmail.com
The Paris Bakery And Tipperary Bog Cheese Shop,81 Grand River St N Paris ON N3L 2M3,Guelph,(519) 442-6010,http://parisbakery.ca/,,YellowPages.ca,1,Unknown238,Unknown238@gmail.com
SaSa Sweet Delights,1232 Northside Rd Burlington ON L7M 1H6,Guelph,(905) 334-7743,,,YellowPages.ca,1,Unknown239,Unknown239@gmail.com
Sugar & Spice Bakery,31 Mechanic St Paris ON N3L 1K1,Guelph,(519) 717-2788,,,YellowPages.ca,1,Unknown240,Unknown240@gmail.com
Ready Bake Foods Inc,2095 Meadowvale Blvd Mississauga ON L5N 5N1,Guelph,(905) 567-0660,http://www.westonfoods.ca/hpPopup-readyBake.php,,YellowPages.ca,1,Unknown241,Unknown241@gmail.com
Artisano Bakery Cafe,1200 Brant St Burlington ON L7P 5C6,Guelph,(905) 335-9300,http://www.lemongrassrestaurant.ca/,,YellowPages.ca,1,Unknown242,Unknown242@gmail.com
Oviyam Cakes,13 Chilliwack Grove Brampton ON L6X 2Y4,Guelph,(416) 270-9525,https://www.facebook.com/Oviyamcakes/,,YellowPages.ca,1,Unknown243,Unknown243@gmail.com
Sams Grand Bakers Inc,9-230 Sandalwood Pky E Brampton ON L6Z 1R3,Guelph,(905) 970-9992,http://www.kravingsbakeshop.com/,,YellowPages.ca,1,Unknown244,Unknown244@gmail.com
Passion for Parties and Cakes,Mississauga ON L5M 7G7,Guelph,(289) 997-4151,https://www.facebook.com/kattycakestudio/,,YellowPages.ca,1,Unknown245,Unknown245@gmail.com
Paris Bakery,81 Grand River St N Paris ON N3L 2M3,Guelph,(519) 302-5500,http://www.parisbakery.ca/,,YellowPages.ca,1,Unknown246,Unknown246@gmail.com
Nannu's Pastizzi Maltese Cuisine & Baked Goods,6981 Millcreek Drive Mississauga ON L5N 6B8,Guelph,(905) 542-4999,,,YellowPages.ca,1,Unknown247,Unknown247@gmail.com
Just 1 More,374 Brantwood Park Rd Brantford ON N3P 1K7,Guelph,(519) 771-4767,,,YellowPages.ca,1,Unknown248,Unknown248@gmail.com
Divine Cookies Ltd.,"108 Little Britain Cres, 2601 Mathewson Blvd E Pick Up Location Brampton ON L6Y 6A9",Guelph,(416) 451-7892,https://www.facebook.com/divinecookiestoronto/,,YellowPages.ca,1,Unknown249,Unknown249@gmail.com
B's Truly Couture Cupcakes,6003 Tenth Line W Mississauga ON L5N 5S5,Guelph,(416) 697-4372,http://www.btccupcakes.com/,,YellowPages.ca,1,Unknown250,Unknown250@gmail.com
La Stazione Italian Bakery Deli & Cafe,6900 Millcreek Dr Mississauga ON L5N 6C1,Guelph,(905) 813-8371,,,YellowPages.ca,1,Unknown251,Unknown251@gmail.com
Pink Flower Cakes,1412 Thornton Rd Burlington ON L7M 1N5,Guelph,(905) 962-2771,https://www.facebook.com/PinkFlowerCakes,,YellowPages.ca,1,Unknown252,Unknown252@gmail.com
Clarke's Home Style Bakery Ltd,2049 Mount Forest Dr Burlington ON L7P 1H4,Guelph,(905) 319-1520,https://www.facebook.com/ClarkesHomestyleBakery/,,YellowPages.ca,1,Unknown253,Unknown253@gmail.com
Britannia Italian Bakery,5925 Grossbeak Dr Mississauga ON L5N 6S5,Guelph,(905) 824-1924,http://britanniabakery.ca/,,YellowPages.ca,1,Unknown254,Unknown254@gmail.com
San Agostino Bakery & Delicatessen,A8 181 Lynden Road Brantford ON N3R 8A7,Guelph,(905) 512-0140,,,YellowPages.ca,1,Unknown255,Unknown255@gmail.com
Little Paris Bread Co.,32 Dundas St W Paris ON N3L 1G2,Guelph,(226) 922-9393,,,YellowPages.ca,1,Unknown256,Unknown256@gmail.com
M.Confiserie,5935 Bassinger Pl Mississauga ON L5M 6K4,Guelph,(647) 542-4873,https://www.facebook.com/MConfiserie-2186000121633387/,,YellowPages.ca,1,Unknown257,Unknown257@gmail.com
Flour Child Bakery Inc.,6-1163 King Rd Burlington ON L7T 0B4,Guelph,(905) 869-3918,http://www.flourchildbakery.ca/,,YellowPages.ca,1,Unknown258,Unknown258@gmail.com
Caniche French Bakery,346 Wilson E Ancaster ON L9G 2C2,Guelph,(289) 239-7475,,,YellowPages.ca,1,Unknown259,Unknown259@gmail.com
Sweet Bakery Cafe Inc,403 Fairview Dr Brantford ON N3R 6T2,Guelph,(519) 753-2211,,,YellowPages.ca,1,Unknown260,Unknown260@gmail.com
Karpaty Fine Foods Inc.,20 Polonia Ave Brampton ON L6Y 0K9,Guelph,(905) 455-4664,http://www.facebook.com/608002699404268,,YellowPages.ca,1,Unknown261,Unknown261@gmail.com
La Creme Cakes,25 Fisherman Dr Brampton ON L7A 1C9,Guelph,(905) 846-9333,http://www.lacremecakes.com/,,YellowPages.ca,1,Unknown262,Unknown262@gmail.com
Palidot Bakery,9-190 Bovaird Dr W Brampton ON L7A 1A2,Guelph,(905) 451-3779,,,YellowPages.ca,1,Unknown263,Unknown263@gmail.com
Karpaty Market,59-190 Bovaird Dr W Brampton ON L7A 1A2,Guelph,(905) 451-0221,,,YellowPages.ca,1,Unknown264,Unknown264@gmail.com
Whisk Me Away,Toronto ON L5M 6J8,Guelph,(647) 989-2492,https://www.facebook.com/WhiskMeAwayBakery/,,YellowPages.ca,1,Unknown265,Unknown265@gmail.com
Sprinkly Yours,29 Francis Lundy St Brampton ON L6Y 5W3,Guelph,(647) 523-5642,http://www.facebook.com/1572468196350963,,YellowPages.ca,1,Unknown266,Unknown266@gmail.com
Cafe Carthago,5470 Tasha Dr Mississauga ON L5M 6N5,Guelph,(905) 337-8666,http://sweetscarlett.ca/,,YellowPages.ca,1,Unknown267,Unknown267@gmail.com
San Agostino Italian Bakery & Fine Foods,175 Lynden Rd Suite A8 Brantford ON N3R 8A7,Guelph,(519) 754-5454,,,YellowPages.ca,1,Unknown268,Unknown268@gmail.com
Shirinmahal,20 Red Maple Dr Brampton ON L6X 4N7,Guelph,(905) 452-6231,https://www.facebook.com/pages/Shirin-Mahal/2054897381395277,,YellowPages.ca,1,Unknown269,Unknown269@gmail.com
Julia's Joyful Kitchen,388 Switchgrass St Oakville ON L6M 0Z3,Guelph,(905) 399-7482,,,YellowPages.ca,1,Unknown270,Unknown270@gmail.com
Heritage Burgers,1481 Main St W Hamilton ON L8S 1E1,Guelph,(905) 572-6354,http://www.facebook.com/737406666420344,,YellowPages.ca,1,Unknown271,Unknown271@gmail.com
Sweet Ideas,3496 Ketelbey Crt Burlington ON L7M 3B4,Guelph,(905) 635-9514,,,YellowPages.ca,1,Unknown272,Unknown272@gmail.com
COBS Bread,2501 Third Line Oakville ON L6M 5A9,Guelph,,https://www.cobsbread.com/local-bakery/foxcreek-plaza-oakville,,YellowPages.ca,1,Unknown273,Unknown273@gmail.com
Amato Bakery,4-10 Lormel Gate Brampton ON L7A 2K7,Guelph,(905) 840-5528,,,YellowPages.ca,1,Unknown274,Unknown274@gmail.com
Lamia's Confectionary,Oakville ON L6M 5H3,Guelph,(905) 483-0644,,,YellowPages.ca,1,Unknown275,Unknown275@gmail.com
Flourpower,17 Main St S Waterdown ON L0R 2H0,Guelph,(289) 895-8000,,,YellowPages.ca,1,Unknown276,Unknown276@gmail.com
COBS Bread,3450 Dundas Street Burlington ON L7M 4B8,Guelph,(905) 336-9098,https://www.cobsbread.com/local-bakery/headon-forest-burlington/,,YellowPages.ca,1,Unknown277,Unknown277@gmail.com
Sweet C's,Brampton ON L6X 3B1,Guelph,(647) 997-5306,,,YellowPages.ca,1,Unknown278,Unknown278@gmail.com
Village Bakery Dundas,104 King W Dundas ON L9H 1T9,Guelph,(905) 627-7979,http://www.thevillagebakery.com/,,YellowPages.ca,1,Unknown279,Unknown279@gmail.com
Hss Cake Designs,57-6950 Tenth Line W Mississauga ON L5N 6Y1,Guelph,(647) 295-7326,,,YellowPages.ca,1,Unknown280,Unknown280@gmail.com
"Cakes, Cup Cakes And Cake Pops",25 Fidelity Ave Brampton ON L7A 2S5,Guelph,(905) 495-3932,http://www.facebook.com/112064285606220,,YellowPages.ca,1,Unknown281,Unknown281@gmail.com
Canadian European Bakery & Delicatessen,2980 Crosscurrent Dr Mississauga ON L5N 7C7,Guelph,(905) 824-4422,http://www.facebook.com/281705178827143,,YellowPages.ca,1,Unknown282,Unknown282@gmail.com
Vic Caters & Bakery,2920 Headon Forest Dr Burlington ON L7M 4H1,Guelph,(905) 802-7004,,,YellowPages.ca,1,Unknown283,Unknown283@gmail.com
Symphony Desserts,2 Chinzan Way Brampton ON L6X 0X3,Guelph,(647) 242-8398,https://www.facebook.com/symphonydesserts/,,YellowPages.ca,1,Unknown284,Unknown284@gmail.com
Rivercroft Bake Shop,885 Lower Base Line West Milton ON L9T 8C3,Guelph,(647) 988-8738,,,YellowPages.ca,1,Unknown285,Unknown285@gmail.com
Nannu's Pastizzi Maltese Cuisine & Baked Goods,1-6981 Millcreek Dr Mississauga ON L5N 6B8,Guelph,(905) 542-4999,,,YellowPages.ca,1,Unknown286,Unknown286@gmail.com
Cobs Bread,18B-3450 Dundas Burlington ON L7M 4B8,Guelph,(905) 336-9098,http://www.cobsbread.com/local-bakery/headon-forest,,YellowPages.ca,1,Unknown287,Unknown287@gmail.com
Hotti Biscotti,1008 King St W At Marion North Dundas ON L9H 6X5,Guelph,(905) 389-7244,http://www.princeetprincessedunjour.com/,,YellowPages.ca,1,Unknown288,Unknown288@gmail.com
The Brick Oven Bakery Ltd,2501 Guelph Line Burlington ON L7M 2A3,Guelph,(905) 336-2799,http://thebrickovenbakery.ca/,,YellowPages.ca,1,Unknown289,Unknown289@gmail.com
The Cooksista,27 Brydale Crt Dundas ON L9H 7R9,Guelph,(289) 938-2468,,,YellowPages.ca,1,Unknown290,Unknown290@gmail.com
Satkar Transport Inc,92 Crown Victoria Dr Brampton ON L7A 3X6,Guelph,(647) 294-2326,http://www.facebook.com/152559095508740,,YellowPages.ca,1,Unknown291,Unknown291@gmail.com
Baked,Cactus Gate Mississauga ON L5N 8A5,Guelph,(647) 678-5388,,,YellowPages.ca,1,Unknown292,Unknown292@gmail.com
Sweet Paradise Bakery,419 Dundas Street East Waterdown ON L8B 0K4,Guelph,(905) 689-8007,http://sweetparadise.ca/,,YellowPages.ca,1,Unknown293,Unknown293@gmail.com
La Cup Cake Boutique,2500 Appleby Line Burlington ON L7L 0A2,Guelph,(905) 332-8700,http://www.lacupcake.ca/,,YellowPages.ca,1,Unknown294,Unknown294@gmail.com
Perfectly Baked,14716 McLaughlin Rd Cheltenham ON L7C 2A5,Guelph,(416) 970-4279,https://www.facebook.com/perfectlybaked.ca/,,YellowPages.ca,1,Unknown295,Unknown295@gmail.com
Ya'd Never Know Bakery,2-2 King St W Dundas ON L9H 6Z1,Guelph,(905) 628-2335,http://yadneverknow.com/,,YellowPages.ca,1,Unknown296,Unknown296@gmail.com
Cakes By Anshu,61 Ridgemore Cres Brampton ON L7A 2L5,Guelph,(416) 731-9245,http://www.facebook.com/1165332026819031,,YellowPages.ca,1,Unknown297,Unknown297@gmail.com
Dolled Up Cupcakes,6550 Meadowvale Town Centre Circle Mississauga ON L5N 4B7,Guelph,(905) 817-0888,http://www.dolledupcupcakes.com/,,YellowPages.ca,1,Unknown298,Unknown298@gmail.com
